Year,Player,GP,PPG,PTS,FGA,FG%,rFG%
2016,Carl Landry,36,4.4,158,123,64.2,10.2
2016,Tiago Splitter,36,4.4,158,146,54.1,0.1
2018,Mike James,36,4.4,158,155,51,-4.4
2022,Alex Len,39,4.4,172,151,57,0.3
2020,Daniel Gafford,43,4.4,188,134,70.1,14.5
2022,Larry Nance Jr.,46,4.4,202,164,61.6,5
2013,Samuel Dalembert,47,4.4,206,177,58.2,4.5
2010,T.J. Ford,47,4.4,206,198,52,-3.4
1999,Ike Austin,49,4.4,214,224,47.8,-4.1
2022,Aaron Wiggins,50,4.4,220,193,57,0.4
2004,Bobby Jackson,50,4.4,220,194,56.7,4.7
1999,Danny Manning,50,4.4,218,194,56.2,4.3
1999,Kendall Gill,50,4.4,222,224,49.6,-2.3
1999,Damon Stoudamire,50,4.4,218,236,46.2,-5.7
2016,Shelvin Mack,52,4.4,230,215,53.5,-0.5
2011,Josh Childress,54,4.4,238,192,62,7.5
2010,Tony Allen,54,4.4,238,204,58.3,2.9
2007,Shaun Livingston,54,4.4,238,229,52,-2.8
2010,Tyrus Thomas,54,4.4,240,247,48.6,-6.8
2003,Mike Bibby,55,4.4,242,213,56.8,4.3
2000,Brad Miller,55,4.4,240,234,51.3,-1.7
2020,Josh Richardson,55,4.4,242,247,49,-6.7
2022,Omer Yurtseven,56,4.4,248,215,57.7,1
2014,Will Bynum,56,4.4,244,248,49.2,-4.8
2020,Gary Harris,56,4.4,246,255,48.2,-7.4
2012,Jameer Nelson,57,4.4,248,238,52.1,-1.3
2001,Brad Miller,57,4.4,252,274,46,-6
2021,Tyrese Haliburton,58,4.4,258,230,56.1,0
2018,Chris Paul,58,4.4,254,240,52.9,-2.4
2012,Zaza Pachulia,58,4.4,254,257,49.4,-4
2013,Shannon Brown,59,4.4,260,218,59.6,5.9
2016,Cole Aldrich,60,4.4,264,220,60,6
1997,Sharone Wright,60,4.4,262,306,42.8,-9.2
2020,Taj Gibson,62,4.4,274,208,65.9,10.2
2017,Larry Nance Jr.,63,4.4,280,222,63.1,7.9
2019,Rodions Kurucs,63,4.4,278,250,55.6,0
2001,Eddie Jones,63,4.4,278,253,54.9,2.9
2021,Jarred Vanderbilt,64,4.4,284,229,62,5.9
2003,Scottie Pippen,64,4.4,280,242,57.9,5.3
2014,Nick Young,64,4.4,280,268,52.2,-1.8
1998,Tony Battie,65,4.4,286,228,62.7,9.4
2020,Coby White,65,4.4,284,306,46.4,-9.2
2019,Tim Hardaway Jr.,65,4.4,288,316,45.6,-10
2012,Ed Davis,66,4.4,290,245,59.2,5.8
2012,Gordon Hayward,66,4.4,288,253,56.9,3.5
2012,Paul George,66,4.4,292,267,54.7,1.2
2020,Alec Burks,66,4.4,292,324,45.1,-10.6
2009,Richard Hamilton,67,4.4,294,260,56.5,2.1
2022,Isaac Okoro,67,4.4,298,264,56.4,-0.2
2017,Tarik Black,67,4.4,292,278,52.5,-2.6
2019,Noah Vonleh,68,4.4,302,275,54.9,-0.6
2017,Darren Collison,68,4.4,302,289,52.2,-2.9
2014,Glen Davis,68,4.4,298,295,50.5,-3.5
2010,Ben Wallace,69,4.4,302,267,56.6,1.2
2005,Rasho Nesterovic,70,4.4,310,280,55.4,2.3
2013,Patrick Patterson,71,4.4,314,261,60.2,6.4
2019,Gordon Hayward,72,4.4,318,266,59.8,4.2
2018,Markieff Morris,73,4.4,322,265,60.8,5.4
2009,Beno Udrih,73,4.4,318,309,51.5,-3
2015,Zaza Pachulia,73,4.4,320,333,48,-5.5
2006,Dan Gadzuric,74,4.4,322,269,59.9,6
2016,J.J. Barea,74,4.4,322,327,49.2,-4.7
2004,Dan Gadzuric,75,4.4,328,299,54.8,2.8
2001,Aaron McKie,76,4.4,334,278,60.1,8.1
2019,Jeff Green,77,4.4,340,262,64.9,9.3
2003,Brian Skinner,77,4.4,342,295,58,5.5
2010,Omri Casspi,77,4.4,338,315,53.7,-1.8
2009,Hedo Turkoglu,77,4.4,338,350,48.3,-6.1
2010,Charlie Villanueva,78,4.4,344,294,58.5,3.1
2004,Steve Nash,78,4.4,346,336,51.5,-0.5
2007,Antoine Walker,78,4.4,346,340,50.9,-3.9
2010,Jamal Crawford,79,4.4,344,319,53.9,-1.5
2016,Khris Middleton,79,4.4,350,326,53.7,-0.3
1998,Sherman Douglas,80,4.4,352,297,59.3,5.9
2011,Hakim Warrick,80,4.4,354,298,59.4,4.9
2009,Flip Murray,80,4.4,354,315,56.2,1.8
1997,Armen Gilliam,80,4.4,352,328,53.7,1.6
1998,Jason Caffey,80,4.4,352,330,53.3,0
1997,Chris Mills,80,4.4,354,340,52.1,0
2016,D'Angelo Russell,80,4.4,354,350,50.6,-3.4
2000,John Amaechi,80,4.4,348,374,46.5,-6.4
2002,Eddie Jones,81,4.4,360,318,56.6,4
2008,Al Harrington,81,4.4,354,326,54.3,-0.2
2006,Shane Battier,81,4.4,360,329,54.7,0.8
2018,Josh Richardson,81,4.4,356,333,53.5,-1.9
2009,Lou Williams,81,4.4,360,376,47.9,-6.6
2000,Rashard Lewis,82,4.4,360,275,65.5,12.5
2004,Jeff Foster,82,4.4,358,292,61.3,9.3
2011,Landry Fields,82,4.4,358,298,60.1,5.6
2005,Nick Collison,82,4.4,362,312,58,4.9
2000,Olden Polynice,82,4.4,364,331,55,2
2001,George Lynch,82,4.4,362,341,53.1,1.1
2004,Chris Kaman,82,4.4,360,358,50.3,-1.7
2003,Eric Williams,82,4.4,364,360,50.6,-1.9
2009,Ben Gordon,82,4.4,358,375,47.7,-6.7
2004,Eric Snow,82,4.4,360,386,46.6,-5.4
2003,James Posey,83,4.4,368,344,53.5,1
2021,Louis King,6,4.3,26,20,65,8.9
2002,Chris Crawford,7,4.3,30,25,60,7.4
2004,Alonzo Mourning,12,4.3,52,40,65,13
2020,Otto Porter Jr.,14,4.3,60,56,53.6,-2.1
2012,Lester Hudson,16,4.3,68,61,55.7,2.3
2019,Damian Jones,24,4.3,102,70,72.9,17.3
2015,Michael Beasley,24,4.3,102,89,57.3,3.8
2002,Tyrone Hill,26,4.3,112,144,38.9,-13.8
2012,Gerald Green,31,4.3,132,100,66,12.6
2020,Willy Hernangomez,31,4.3,134,111,60.4,4.7
2021,Tyler Cook,32,4.3,136,100,68,11.9
2018,Isaiah Thomas,32,4.3,138,159,43.4,-11.9
2011,Jermaine Taylor,34,4.3,146,127,57.5,3
2016,JJ Hickson,35,4.3,150,128,58.6,4.6
2011,Drew Gooden,35,4.3,150,150,50,-4.5
2008,Kirk Snyder,36,4.3,154,125,61.6,7.1
2018,Al Jefferson,36,4.3,156,132,59.1,3.8
2008,Jamaal Tinsley,39,4.3,168,170,49.4,-5.1
2020,John Henson,40,4.3,172,132,65.2,9.5
2011,Anthony Randolph,40,4.3,170,154,55.2,0.7
2009,Jameer Nelson,42,4.3,182,171,53.2,-1.2
2006,Jamaal Tinsley,42,4.3,182,187,48.7,-5.2
2007,Marquis Daniels,45,4.3,192,178,53.9,-0.8
2021,Blake Griffin,46,4.3,200,181,55.2,-0.9
2020,Jeremy Lamb,46,4.3,196,184,53.3,-2.4
2017,Joakim Noah,46,4.3,196,196,50,-5.2
1999,Eric Snow,48,4.3,204,210,48.6,-3.3
1999,Clar. Weatherspoon,49,4.3,210,189,55.6,3.7
2022,Goga Bitadze,50,4.3,214,169,63.3,6.7
1999,John Stockton,50,4.3,216,187,57.8,5.9
1999,P.J. Brown,50,4.3,216,207,52.2,0.3
2021,James Johnson,51,4.3,218,194,56.2,0.1
2012,Rodrigue Beaubois,53,4.3,226,209,54.1,0.6
2020,Damian Jones,55,4.3,236,165,71.5,15.9
2014,Michael Beasley,55,4.3,234,191,61.3,7.2
2022,Chris Duarte,55,4.3,238,237,50.2,-6.4
2015,Ish Smith,55,4.3,238,282,42.2,-11.3
2019,Otto Porter Jr.,56,4.3,238,192,62,6.4
2002,Jerome James,56,4.3,240,228,52.6,0
2015,Ersan Ilyasova,58,4.3,248,232,53.4,-0.1
2002,Toni Kukoc,59,4.3,254,227,55.9,3.3
2022,Caleb Martin,60,4.3,256,214,59.8,3.2
2019,Derrick Jones Jr.,60,4.3,258,227,56.8,1.3
2009,Darko Milicic,61,4.3,260,244,53.3,-1.2
2012,Andre Iguodala,62,4.3,268,207,64.7,11.3
2014,Ed Davis,63,4.3,272,238,57.1,3.1
2006,Jeff Foster,63,4.3,272,238,57.1,3.3
2017,D'Angelo Russell,63,4.3,270,275,49.1,-6.1
2019,Cheick Diallo,64,4.3,274,211,64.9,9.4
2012,Jonas Jerebko,64,4.3,274,250,54.8,1.4
2022,Javonte Green,65,4.3,278,220,63.2,6.6
2012,Jared Dudley,65,4.3,282,230,61.3,7.9
2016,Deron Williams,65,4.3,280,282,49.6,-4.3
2021,Kenrich Williams,66,4.3,284,235,60.4,4.3
2021,Bismack Biyombo,66,4.3,284,236,60.2,4.1
2004,Jalen Rose,66,4.3,286,288,49.7,-2.4
2016,Ryan Anderson,66,4.3,286,297,48.1,-5.8
2003,Maurice Taylor,67,4.3,288,297,48.5,-4
2002,Avery Johnson,68,4.3,294,286,51.4,-1.3
2019,Ricky Rubio,68,4.3,290,294,49.3,-6.2
2018,Justise Winslow,68,4.3,290,302,48,-7.3
2011,Arron Afflalo,69,4.3,298,240,62.1,7.6
2015,Alex Len,69,4.3,298,259,57.5,4
2016,Lance Stephenson,69,4.3,298,265,56.2,2.2
2016,Kelly Olynyk,69,4.3,296,266,55.6,1.7
2018,J.J. Barea,69,4.3,300,280,53.6,-1.8
2019,Tyreke Evans,69,4.3,298,348,42.8,-12.7
2014,Kelly Olynyk,70,4.3,302,273,55.3,1.3
1998,Mookie Blaylock,70,4.3,302,275,54.9,1.6
2001,Robert Traylor,70,4.3,304,282,53.9,1.9
2007,Larry Hughes,70,4.3,300,330,45.5,-9.3
2017,Willie Reed,71,4.3,304,245,62,6.9
2021,Patrick Williams,71,4.3,306,275,55.6,-0.5
2010,Troy Murphy,72,4.3,308,262,58.8,3.4
2010,Serge Ibaka,73,4.3,312,262,59.5,4.1
2013,Ersan Ilyasova,73,4.3,316,318,49.7,-4
2019,Shaquille Harrison,73,4.3,316,322,49.1,-6.5
2022,Josh Christopher,74,4.3,320,284,56.3,-0.3
2001,Kenny Thomas,74,4.3,318,293,54.3,2.3
2013,Andrew Nicholson,75,4.3,320,267,59.9,6.2
2005,Steve Nash,75,4.3,326,290,56.2,3.1
1998,Horace Grant,76,4.3,324,279,58.1,4.7
2004,Chris Mihm,76,4.3,328,298,55,3
2016,Devin Booker,76,4.3,330,304,54.3,0.3
2016,Luis Scola,76,4.3,330,321,51.4,-2.6
2022,Ayo Dosunmu,77,4.3,332,270,61.5,4.9
2018,Ed Davis,78,4.3,334,283,59,3.7
1997,Mookie Blaylock,78,4.3,336,305,55.1,3.1
2016,Jeremy Lin,78,4.3,334,340,49.1,-4.9
1997,Terrell Brandon,78,4.3,336,344,48.8,-3.2
2017,Andre Roberson,79,4.3,336,272,61.8,6.6
2016,Trevor Booker,79,4.3,338,306,55.2,1.2
2002,Richard Jefferson,79,4.3,340,307,55.4,2.7
2016,Rodney Hood,79,4.3,336,347,48.4,-5.6
1997,Nick Van Exel,79,4.3,336,371,45.3,-6.7
2003,Keon Clark,80,4.3,342,291,58.8,6.3
2014,James Anderson,80,4.3,346,298,58.1,4
2019,Tomas Satoransky,80,4.3,340,299,56.9,1.3
1997,Charles Oakley,80,4.3,342,310,55.2,3.1
2006,Nazr Mohammed,80,4.3,340,318,53.5,-0.4
2010,Stephen Curry,80,4.3,344,326,52.8,-2.6
2017,Cory Joseph,80,4.3,340,332,51.2,-4
2002,Clifford Robinson,80,4.3,342,346,49.4,-3.2
2003,Kwame Brown,80,4.3,346,365,47.4,-5.1
2006,Juwan Howard,80,4.3,344,368,46.7,-7.1
2008,Jamal Crawford,80,4.3,340,400,42.5,-12
2002,Doug Christie,81,4.3,348,293,59.4,6.7
2010,Grant Hill,81,4.3,346,322,53.7,-1.7
2017,T.J. McConnell,81,4.3,352,334,52.7,-2.5
2014,Klay Thompson,81,4.3,350,343,51,-3
2011,J.J. Barea,81,4.3,348,343,50.7,-3.7
2009,Trevor Ariza,82,4.3,350,288,60.8,6.3
2010,Jarrett Jack,82,4.3,350,302,57.9,2.5
1997,Jeff Hornacek,82,4.3,350,312,56.1,4.1
1997,Roy Rogers,82,4.3,354,312,56.7,4.7
2015,Chris Paul,82,4.3,356,314,56.7,3.2
2008,Ryan Gomes,82,4.3,356,315,56.5,2
2013,Tayshaun Prince,82,4.3,352,355,49.6,-4.1
2013,Evan Turner,82,4.3,356,409,43.5,-10.2
2012,James Singleton,12,4.2,50,36,69.4,16
2008,Gilbert Arenas,13,4.2,54,49,55.1,0.6
1997,Zan Tabak,13,4.2,54,54,50,-2
2021,Freddie Gillespie,20,4.2,84,76,55.3,-0.8
2020,Jake Layman,23,4.2,96,92,52.2,-3.5
2014,Jeffery Taylor,26,4.2,108,103,52.4,-1.6
2004,Jerry Stackhouse,26,4.2,108,112,48.2,-3.8
2021,Justise Winslow,26,4.2,110,126,43.7,-12.5
2021,Jahlil Okafor,27,4.2,114,86,66.3,10.2
2011,Rodrigue Beaubois,28,4.2,118,103,57.3,2.8
2017,Ian Mahinmi,31,4.2,130,108,60.2,5
2020,Reggie Jackson,31,4.2,130,144,45.1,-10.5
2020,James Johnson,32,4.2,134,116,57.8,2.1
2010,Josh Howard,35,4.2,148,135,54.8,-0.6
2001,Greg Buckner,37,4.2,154,159,48.4,-3.6
2011,James Johnson,38,4.2,158,134,59,4.5
2004,Glenn Robinson,42,4.2,176,186,47.3,-4.7
1999,Bobby Phills,43,4.2,182,165,55.2,3.3
1999,George Lynch,43,4.2,180,175,51.4,-0.4
2019,Nikola Mirotic,46,4.2,194,154,63,7.4
2021,Kyle Lowry,46,4.2,194,182,53.3,-2.8
2019,Lonzo Ball,47,4.2,198,197,50.3,-5.3
2012,Kyle Lowry,47,4.2,198,206,48.1,-5.4
2017,Thomas Robinson,48,4.2,200,172,58.1,3
1999,Robert Traylor,49,4.2,208,177,58.8,6.9
1999,Tyrone Nesby,50,4.2,208,185,56.2,4.4
1999,Michael Dickerson,50,4.2,212,196,54.1,2.2
2010,Tyson Chandler,51,4.2,214,176,60.8,5.4
2006,Tony Allen,51,4.2,214,196,54.6,0.7
2014,James Johnson,52,4.2,216,189,57.1,3.1
2002,Kevin Willis,52,4.2,220,216,50.9,-1.7
2021,Edmond Sumner,53,4.2,220,182,60.4,4.3
2014,Zaza Pachulia,53,4.2,220,251,43.8,-10.2
2018,Cristiano Felicio,55,4.2,232,183,63.4,8.1
2014,Ersan Ilyasova,55,4.2,230,233,49.4,-4.7
2001,Matt Harpring,56,4.2,234,224,52.2,0.2
2020,Tony Bradley,58,4.2,246,185,66.5,10.8
2022,Dwight Howard,60,4.2,252,199,63.3,6.7
2022,Chimezie Metu,60,4.2,254,219,58,1.4
2002,Charles Smith,60,4.2,250,219,57.1,4.4
2018,Rodney Hood,60,4.2,252,243,51.9,-3.5
2012,Raymond Felton,60,4.2,250,252,49.6,-3.8
2016,Miles Plumlee,61,4.2,258,212,60.8,6.9
2021,Tyrese Maxey,61,4.2,254,237,53.6,-2.5
1998,Kenny Anderson,61,4.2,256,267,47.9,-5.4
2018,Deyonta Davis,62,4.2,262,196,66.8,11.5
2005,Kelvin Cato,62,4.2,262,212,61.8,8.7
2010,Marreese Speights,62,4.2,262,245,53.5,-1.9
2022,Moritz Wagner,63,4.2,262,190,68.9,12.3
2021,Cory Joseph,63,4.2,262,229,57.2,1.1
2000,Brian Grant,63,4.2,264,246,53.7,0.7
2010,Will Bynum,63,4.2,264,255,51.8,-3.6
2019,Trey Lyles,64,4.2,268,244,54.9,-0.6
2019,Allonzo Trier,64,4.2,266,261,51,-4.6
1998,Oliver Miller,64,4.2,270,266,50.8,-2.6
1998,Nick Van Exel,64,4.2,270,282,47.9,-5.5
2022,P.J. Washington,65,4.2,276,224,61.6,5
2018,Myles Turner,65,4.2,274,247,55.5,0.1
2003,Anthony Mason,65,4.2,272,254,53.5,1
2010,Jameer Nelson,65,4.2,274,261,52.5,-2.9
2012,Derrick Williams,66,4.2,278,271,51.3,-2.1
2003,Tony Battie,67,4.2,280,209,67,14.5
2005,Hedo Turkoglu,67,4.2,282,260,54.2,1.1
2014,Jimmy Butler,67,4.2,280,267,52.4,-1.6
2017,Robert Covington,67,4.2,284,283,50.2,-5
2019,Kent Bazemore,67,4.2,282,293,48.1,-7.4
2021,Derrick Favors,68,4.2,286,205,69.8,13.6
2021,Jeff Green,68,4.2,288,243,59.3,3.1
2008,Jameer Nelson,69,4.2,288,254,56.7,2.2
2002,Samaki Walker,69,4.2,292,259,56.4,3.7
2014,Austin Rivers,69,4.2,292,334,43.7,-10.3
2007,Andrei Kirilenko,70,4.2,296,233,63.5,8.8
2021,Tim Hardaway Jr.,70,4.2,294,247,59.5,3.4
2017,Zaza Pachulia,70,4.2,292,256,57,1.9
2001,Jason Caffey,70,4.2,294,285,51.6,-0.4
2011,Tyler Hansbrough,70,4.2,296,292,50.7,-3.8
2006,Delonte West,71,4.2,298,260,57.3,3.4
2002,Jahidi White,71,4.2,300,273,54.9,2.3
2010,Courtney Lee,71,4.2,300,275,54.5,-0.9
2013,Gordon Hayward,72,4.2,300,296,50.7,-3
2014,Mario Chalmers,73,4.2,304,293,51.9,-2.2
2008,Ray Allen,73,4.2,306,298,51.3,-3.1
1997,Buck Williams,74,4.2,314,282,55.7,3.7
2000,Malik Rose,74,4.2,312,303,51.5,-1.5
2010,Nick Collison,75,4.2,314,248,63.3,7.9
2008,Maurice Evans,75,4.2,312,257,60.7,6.2
2022,Monte Morris,75,4.2,316,265,59.6,3
2016,Boris Diaw,76,4.2,318,263,60.5,6.5
2013,Antawn Jamison,76,4.2,318,285,55.8,2.1
2013,Jamal Crawford,76,4.2,316,291,54.3,0.6
2008,Jeff Foster,77,4.2,326,270,60.4,5.9
2000,Corey Maggette,77,4.2,320,279,57.3,4.4
2014,Gerald Henderson,77,4.2,326,313,52.1,-2
2000,Clar. Weatherspoon,78,4.2,324,293,55.3,2.3
2000,Joe Smith,78,4.2,324,325,49.8,-3.1
2001,Lamond Murray,78,4.2,328,342,48,-4.1
2018,Frank Kaminsky,79,4.2,330,329,50.2,-5.2
2007,Rasho Nesterovic,80,4.2,336,265,63.4,8.6
2011,Ray Allen,80,4.2,336,289,58.1,3.7
2011,Taj Gibson,80,4.2,336,304,55.3,0.8
2000,Kurt Thomas,80,4.2,338,304,55.6,2.6
1998,Vitaly Potapenko,80,4.2,336,313,53.7,0.3
2004,P.J. Brown,80,4.2,338,336,50.3,-1.7
2017,Bismack Biyombo,81,4.2,338,303,55.8,0.6
2011,Spencer Hawes,81,4.2,344,321,53.6,-0.9
2007,Anderson Varejao,81,4.2,342,322,53.1,-1.6
2018,Kelly Oubre Jr.,81,4.2,338,329,51.4,-4
2008,Jason Maxiell,82,4.2,346,282,61.3,6.9
2015,Harrison Barnes,82,4.2,342,295,58,4.5
1997,Hersey Hawkins,82,4.2,344,302,57,4.9
2010,Wesley Matthews,82,4.2,348,306,56.9,1.5
2001,Shawn Bradley,82,4.2,346,316,54.7,2.7
2000,Rasho Nesterovic,82,4.2,342,325,52.6,-0.3
2013,O.J. Mayo,82,4.2,346,328,52.7,-1
1997,Derek Strong,82,4.2,344,351,49,-3
2010,Ramon Sessions,82,4.2,344,358,48,-7.4
2004,Latrell Sprewell,82,4.2,344,364,47.3,-4.8
2015,Aaron Brooks,82,4.2,346,368,47,-6.5
2010,Brandon Jennings,82,4.2,344,443,38.8,-16.6
2020,Keldon Johnson,17,4.1,70,58,60.3,4.7
2021,Alize Johnson,18,4.1,74,60,61.7,5.6
2010,Michael Redd,18,4.1,74,89,41.6,-13.8
2019,Kadeem Allen,19,4.1,78,79,49.4,-6.2
2014,Leandro Barbosa,20,4.1,82,78,52.6,-1.5
2019,Kevin Love,22,4.1,90,94,47.9,-7.7
2006,Sean May,23,4.1,94,86,54.7,0.8
2000,Mark Davis,23,4.1,94,102,46.1,-6.9
2007,Justin Williams,26,4.1,106,85,62.4,7.6
2002,Alan Henderson,26,4.1,106,96,55.2,2.6
2012,Andray Blatche,26,4.1,106,114,46.5,-6.9
2022,Thomas Bryant,27,4.1,110,83,66.3,9.6
1999,Jamie Feick,28,4.1,114,104,54.8,3
2020,Robert Williams III,29,4.1,118,80,73.8,18.1
2013,Jordan Hill,29,4.1,120,103,58.3,4.5
2014,Ronny Turiaf,31,4.1,126,104,60.6,6.5
2016,Sean Kilpatrick,31,4.1,126,110,57.3,3.3
2016,JaVale McGee,34,4.1,140,115,60.9,6.9
2012,Anthony Randolph,34,4.1,138,129,53.5,0.1
1999,Armen Gilliam,34,4.1,140,152,46.1,-5.8
2011,Ike Diogu,36,4.1,148,122,60.7,6.2
2020,Eric Gordon,36,4.1,148,150,49.3,-6.3
2005,Alonzo Mourning,37,4.1,152,147,51.7,-1.4
2018,Andre Roberson,39,4.1,158,125,63.2,7.9
1999,Luc Longley,39,4.1,158,155,51,-0.9
2012,Jason Smith,40,4.1,162,127,63.8,10.3
2020,DeAndre' Bembry,43,4.1,176,157,56.1,0.4
2010,Anthony Tolliver,46,4.1,188,156,60.3,4.9
1999,Mario Elie,47,4.1,192,169,56.8,4.9
2003,Eddie Jones,47,4.1,194,209,46.4,-6.1
2014,Omer Asik,48,4.1,196,179,54.7,0.7
2019,Ivan Rabb,49,4.1,200,152,65.8,10.2
2013,Jonas Jerebko,49,4.1,200,189,52.9,-0.8
1999,Doug Christie,50,4.1,206,243,42.4,-9.5
2001,Chris Porter,51,4.1,210,232,45.3,-6.8
2010,Yi Jianlian,52,4.1,214,242,44.2,-11.2
2007,Andres Nocioni,53,4.1,218,212,51.4,-3.3
2015,Thomas Robinson,54,4.1,222,201,55.2,1.7
2012,Brendan Haywood,54,4.1,224,209,53.6,0.2
2018,Tony Parker,55,4.1,226,208,54.3,-1
2022,Shake Milton,55,4.1,228,218,52.3,-4.3
2012,Ivan Johnson,56,4.1,230,188,61.2,7.7
2019,Ish Smith,56,4.1,228,244,46.7,-8.8
2014,Nate Wolters,58,4.1,240,234,51.3,-2.8
2019,Trey Burke,58,4.1,236,240,49.2,-6.4
2019,Mario Hezonja,58,4.1,238,241,49.4,-6.2
2013,DeJuan Blair,61,4.1,252,220,57.3,3.6
2019,Frank Jackson,61,4.1,250,223,56.1,0.5
2015,Lance Stephenson,61,4.1,248,254,48.8,-4.7
2002,Eric Snow,61,4.1,252,276,45.7,-7
2012,Steve Nash,62,4.1,254,196,64.8,11.4
2002,Eduardo Najera,62,4.1,252,238,52.9,0.3
2020,Josh Okogie,62,4.1,256,239,53.6,-2.1
2017,Danilo Gallinari,63,4.1,260,218,59.6,4.5
2021,Draymond Green,63,4.1,256,226,56.6,0.5
2021,Nerlens Noel,64,4.1,260,197,66,9.9
2012,Kawhi Leonard,64,4.1,262,222,59,5.6
2014,Deron Williams,64,4.1,262,248,52.8,-1.2
2007,Marvin Williams,64,4.1,264,270,48.9,-5.9
2019,JaMychal Green,65,4.1,268,238,56.3,0.7
2012,Isaiah Thomas,65,4.1,268,246,54.5,1
2011,Nikola Pekovic,65,4.1,268,247,54.3,-0.2
2004,Vitaly Potapenko,65,4.1,268,257,52.1,0.1
2014,Jeremy Evans,66,4.1,268,209,64.1,10.1
2022,Dewayne Dedmon,67,4.1,272,217,62.7,6
2016,Jon Leuer,67,4.1,276,237,58.2,4.2
2011,Robin Lopez,67,4.1,276,261,52.9,-1.6
2000,Scott Williams,68,4.1,282,243,58,5.1
2013,Ivan Johnson,69,4.1,286,241,59.3,5.6
2018,Ersan Ilyasova,69,4.1,284,254,55.9,0.6
2006,Ike Diogu,69,4.1,286,254,56.3,2.4
2010,DeAndre Jordan,70,4.1,284,227,62.6,7.2
2009,Rasho Nesterovic,70,4.1,286,237,60.3,5.9
2022,Raul Neto,70,4.1,290,284,51.1,-5.6
2009,Chris Andersen,71,4.1,290,244,59.4,5
2004,Mehmet Okur,71,4.1,292,284,51.4,-0.6
2007,Luke Ridnour,71,4.1,292,310,47.1,-7.7
2007,Mickael Pietrus,72,4.1,298,236,63.1,8.4
2000,Kenny Thomas,72,4.1,298,299,49.8,-3.1
1997,Vernon Maxwell,72,4.1,294,300,49,-3
2017,E'Twaun Moore,73,4.1,298,258,57.8,2.6
2018,Klay Thompson,73,4.1,300,259,57.9,2.6
2007,Ryan Gomes,73,4.1,300,272,55.1,0.4
2014,Bradley Beal,73,4.1,300,286,52.4,-1.6
2011,John Salmons,73,4.1,296,308,48.1,-6.4
2002,Tony Battie,74,4.1,306,240,63.8,11.1
2002,Tim Thomas,74,4.1,306,278,55,2.4
2015,Jeremy Lin,74,4.1,302,294,51.4,-2.1
2008,Rafer Alston,74,4.1,304,328,46.3,-8.1
2007,Willie Green,74,4.1,306,343,44.6,-10.1
2019,Marcus Morris Sr.,75,4.1,308,280,55,-0.6
2003,Jay Williams,75,4.1,304,311,48.9,-3.6
2001,Quentin Richardson,76,4.1,312,291,53.6,1.6
2014,Trevor Ariza,77,4.1,314,277,56.7,2.6
2009,Joey Graham,78,4.1,322,299,53.8,-0.6
2016,JaMychal Green,78,4.1,316,307,51.5,-2.5
2001,Terrell Brandon,78,4.1,316,316,50,-2
1998,Will Perdue,79,4.1,320,282,56.7,3.4
2009,Rashard Lewis,79,4.1,324,301,53.8,-0.6
2000,Kevin Willis,79,4.1,320,325,49.2,-3.7
2017,Otto Porter Jr.,80,4.1,330,252,65.5,10.3
2019,Miles Bridges,80,4.1,328,280,58.6,3
2000,P.J. Brown,80,4.1,326,294,55.4,2.5
2010,Sam Young,80,4.1,326,298,54.7,-0.7
2005,Shane Battier,80,4.1,330,312,52.9,-0.2
1998,Chris Mills,80,4.1,328,314,52.2,-1.1
2016,Cory Joseph,80,4.1,330,325,50.8,-3.2
2015,Kosta Koufos,81,4.1,336,316,53.2,-0.3
1998,David Wesley,81,4.1,330,319,51.7,-1.6
2003,Aaron Williams,81,4.1,336,338,49.7,-2.8
2001,Doug Christie,81,4.1,336,350,48,-4
2009,Joel Przybilla,82,4.1,336,266,63.2,8.7
2007,Mike Dunleavy,82,4.1,334,272,61.4,6.6
2018,Bismack Biyombo,82,4.1,340,311,54.7,-0.7
2014,Wesley Matthews,82,4.1,338,313,54,0
2006,Morris Peterson,82,4.1,340,330,51.5,-2.4
2001,Derek Anderson,82,4.1,336,332,50.6,-1.4
2006,Erick Dampier,82,4.1,340,339,50.1,-3.7
2001,Damon Stoudamire,82,4.1,336,341,49.3,-2.7
2001,John Amaechi,82,4.1,336,351,47.9,-4.1
2019,Tahjere McCall,1,4.0,4,2,100,44.4
2016,Rakeem Christmas,1,4.0,4,2,100,46
2002,Ratko Varda,1,4.0,4,2,100,47.4
2020,Eric Mika,1,4.0,4,3,66.7,11
2018,Chinanu Onuaku,1,4.0,4,4,50,-5.3
2017,Dahntay Jones,1,4.0,4,4,50,-5.2
2018,Aaron Jackson,1,4.0,4,5,40,-15.3
2016,Dahntay Jones,1,4.0,4,7,28.6,-25.4
2017,Edy Tavares,2,4.0,8,5,80,24.8
2006,Jonathan Bender,2,4.0,8,5,80,26.1
2022,Sekou Doumbouya,2,4.0,8,6,66.7,10
2020,Sindarius Thornwell,2,4.0,8,7,57.1,1.5
2013,Eddy Curry,2,4.0,8,8,50,-3.7
2021,Marquese Chriss,2,4.0,8,9,44.4,-11.7
2018,Jameel Warney,3,4.0,12,10,60,4.7
2022,D.J. Wilson,4,4.0,16,10,80,23.4
2001,Anfernee Hardaway,4,4.0,16,11,72.7,20.7
2019,Billy Garrett,4,4.0,16,12,66.7,11.1
2021,Jay Scrubb,4,4.0,16,19,42.1,-14
