Year,Player,GP,PPG,PTS,FGA,eFG%,reFG%
2016,DeMarre Carroll,26,5.8,152,154,49.4,2.2
2010,Devin Harris,64,5.8,374,456,41,-4.6
2002,Eric Piatkowski,71,5.8,414,359,57.7,13.8
1999,George McCloud,48,5.8,277,262,52.9,10.8
2020,Glenn Robinson III,62,5.8,357,333,53.6,3.1
2019,Goran Dragic,36,5.8,207,220,47,-2.5
2004,Hedo Turkoglu,80,5.8,465,464,50.1,7
2015,Henry Walker,24,5.8,139,136,51.1,4.8
1998,Hersey Hawkins,82,5.8,472,446,52.9,10.1
2000,Howard Eisley,82,5.8,474,511,46.4,2.7
2019,JaKarr Sampson,4,5.8,23,20,57.5,7.9
2006,Jalen Rose,72,5.8,417,458,45.5,0.4
2007,Jamaal Tinsley,72,5.8,417,502,41.5,-3.9
2008,Jason Williams,67,5.8,388,405,47.9,1.8
2018,Jeremy Lamb,80,5.8,462,473,48.8,-0.6
2006,Jermaine O'Neal,51,5.8,295,370,39.9,-5.2
2012,Jordan Farmar,39,5.8,225,207,54.3,9.7
2005,Kareem Rush,48,5.8,279,308,45.3,0.9
2006,Kareem Rush,47,5.8,273,330,41.4,-3.7
2009,Kelenna Azubuike,74,5.8,432,422,51.2,4.8
2018,Kris Dunn,52,5.8,299,331,45.2,-4.3
2010,Kyle Korver,52,5.8,301,250,60.2,14.6
2022,LaMarcus Aldridge,47,5.8,272,252,54,3.8
1999,Lamond Murray,50,5.8,290,385,37.7,-4.4
2006,Larry Hughes,36,5.8,208,256,40.6,-4.5
2005,Lee Nailon,68,5.8,396,487,40.7,-3.7
1997,Malik Sealy,80,5.8,462,602,38.4,-4.6
2014,Marcus Morris Sr.,82,5.8,475,464,51.2,4.4
2012,Mario Chalmers,64,5.8,373,334,55.8,11.2
2007,Mark Blount,82,5.8,475,510,46.6,1.1
1998,Mark Price,63,5.8,366,401,45.6,2.8
2010,Mehmet Okur,73,5.8,424,418,50.7,5.1
1999,Michael Dickerson,50,5.8,288,266,54.1,12.1
2010,Mickael Pietrus,75,5.8,438,421,52,6.4
2013,Mike Conley,80,5.8,464,455,51,4.8
2008,Monta Ellis,81,5.8,468,544,43,-3
2019,Myles Turner,74,5.8,430,440,48.9,-0.7
2009,Nick Young,82,5.8,476,536,44.4,-2
2015,Nicolas Batum,71,5.8,409,465,44,-2.3
2022,Nikola Jokic,74,5.8,427,412,51.8,1.6
2015,Nikola Vucevic,74,5.8,432,466,46.4,0.1
2009,Rafer Alston,77,5.8,445,473,47,0.6
2006,Raymond Felton,80,5.8,461,490,47,1.9
2008,Raymond Felton,79,5.8,456,564,40.4,-5.6
2013,Richard Hamilton,50,5.8,288,342,42.1,-4.1
2003,Rick Fox,76,5.8,438,445,49.2,5.9
2002,Rodney Rogers,77,5.8,448,427,52.5,8.6
2000,Scottie Pippen,82,5.8,479,528,45.4,1.7
2014,Serge Ibaka,81,5.8,469,486,48.3,1.5
2020,Serge Ibaka,55,5.8,318,308,51.6,1.1
2001,Shareef Abdur-Rahim,81,5.8,468,575,40.7,-2.8
1999,Steve Nash,40,5.8,231,250,46.2,4.1
2001,Steven Smith,81,5.8,468,491,47.7,4.2
2001,Tim Duncan,82,5.8,475,572,41.5,-2
2000,Toni Kukoc,56,5.8,327,426,38.4,-5.3
1999,Voshon Lenard,12,5.8,70,70,50,7.9
1999,Walt Williams,48,5.8,279,251,55.6,13.5
1998,Walt Williams,59,5.8,340,390,43.6,0.7
2022,Wayne Ellington,43,5.8,250,218,57.3,7.1
2009,Aaron Brooks,80,5.7,457,435,52.5,6.1
2012,Al Jefferson,61,5.7,347,433,40.1,-4.6
2014,Al Jefferson,73,5.7,419,549,38.2,-8.6
2013,Alan Anderson,65,5.7,371,429,43.2,-2.9
2000,Alonzo Mourning,79,5.7,448,510,43.9,0.3
2007,Andre Iguodala,76,5.7,432,553,39.1,-6.4
2002,Andre Miller,81,5.7,464,535,43.4,-0.4
2002,Antawn Jamison,82,5.7,466,596,39.1,-4.7
2021,Anthony Davis,36,5.7,206,283,36.4,-15.4
2009,Antonio McDyess,62,5.7,354,379,46.7,0.3
2020,Avery Bradley,49,5.7,277,272,50.9,0.4
2011,Brandon Roy,47,5.7,269,332,40.5,-5.4
2011,Brandon Rush,67,5.7,379,372,50.9,5
2007,Brent Barry,75,5.7,428,341,62.8,17.3
1999,Brent Barry,37,5.7,210,242,43.4,1.3
1998,Calbert Cheaney,82,5.7,468,594,39.4,-3.5
2012,Carlos Delfino,54,5.7,310,322,48.1,3.5
2000,Cedric Ceballos,69,5.7,393,489,40.2,-3.5
2009,Chris Duhon,79,5.7,450,398,56.5,10.1
2010,Chris Kaman,76,5.7,430,529,40.6,-5
2004,Chucky Atkins,64,5.7,363,366,49.6,6.5
2019,D.J. Augustin,81,5.7,459,378,60.7,11.1
2008,Damon Jones,67,5.7,383,332,57.7,11.6
1999,Danny Ferry,50,5.7,283,266,53.2,11.1
2020,Danny Green,68,5.7,386,367,52.6,2.1
2019,Danuel House Jr.,39,5.7,224,180,62.2,12.7
2005,Derek Anderson,47,5.7,266,298,44.6,0.3
2021,Desmond Bane,68,5.7,389,316,61.6,9.8
2020,Dion Waiters,10,5.7,57,62,46,-4.5
2012,Drew Gooden,56,5.7,319,372,42.9,-1.8
2019,Dwyane Wade,72,5.7,407,487,41.8,-7.8
2004,Earl Boykins,82,5.7,469,533,44,0.9
2005,Earl Boykins,82,5.7,470,560,42,-2.4
2008,Earl Watson,78,5.7,447,460,48.6,2.5
2002,Eddie Griffin,73,5.7,418,514,40.7,-3.2
2010,Eddie House,68,5.7,387,414,46.7,1.1
2019,Emmanuel Mudiay,59,5.7,338,354,47.7,-1.8
2015,Eric Bledsoe,81,5.7,462,536,43.1,-3.2
2018,Garrett Temple,65,5.7,371,360,51.5,2.1
2016,Gary Harris,76,5.7,431,417,51.7,4.6
1997,Gary Payton,82,5.7,467,604,38.7,-4.3
2016,Gerald Green,69,5.7,391,442,44.2,-2.9
2020,Giannis Antetokounmpo,63,5.7,357,409,43.6,-6.8
2022,Giannis Antetokounmpo,67,5.7,383,445,43,-7.2
1998,Grant Hill,81,5.7,465,677,34.3,-8.5
2015,Hollis Thompson,71,5.7,405,373,54.3,8
2002,Hubert Davis,51,5.7,292,254,57.5,13.7
2019,Iman Shumpert,62,5.7,353,375,47.1,-2.5
2008,Jamaal Tinsley,39,5.7,224,292,38.4,-7.7
2016,Jared Dudley,81,5.7,460,408,56.4,9.3
2009,Jarrett Jack,82,5.7,464,477,48.6,2.2
2019,Jimmy Butler,65,5.7,369,427,43.2,-6.4
2010,JJ Redick,82,5.7,465,441,52.7,7.1
2017,Jodie Meeks,36,5.7,206,188,54.8,6.5
2021,John Collins,63,5.7,359,316,56.8,5
2014,Jordan Crawford,81,5.7,458,505,45.3,-1.4
2020,Josh Hart,65,5.7,369,373,49.5,-1
2011,Josh Smith,77,5.7,439,525,41.8,-4.1
2000,Kendall Gill,76,5.7,436,599,36.4,-7.3
2017,Kent Bazemore,73,5.7,417,432,48.3,0
2011,Kevin Garnett,71,5.7,407,431,47.2,1.3
2019,Kevin Huerter,75,5.7,431,388,55.5,6
2013,Kevin Love,18,5.7,102,142,35.9,-10.3
2020,Kyle Korver,58,5.7,333,273,61,10.5
2000,Larry Hughes,82,5.7,467,666,35.1,-8.6
2018,Lonzo Ball,52,5.7,295,334,44.2,-5.3
2003,Lucious Harris,77,5.7,441,527,41.8,-1.5
2011,Luis Scola,74,5.7,422,434,48.6,2.7
2015,Luol Deng,72,5.7,412,438,47,0.8
2009,Marco Belinelli,42,5.7,240,234,51.3,4.9
2014,Marcus Thornton,72,5.7,411,431,47.7,0.9
2016,Marcus Thornton,61,5.7,345,357,48.3,1.2
2018,Markieff Morris,73,5.7,414,417,49.6,0.2
2018,Marreese Speights,52,5.7,294,277,53.1,3.6
2017,Marvin Williams,76,5.7,431,429,50.2,1.9
2011,Matt Bonner,66,5.7,375,290,64.7,18.7
1998,Matt Bullard,67,5.7,382,336,56.8,14
2010,Metta World Peace,77,5.7,437,441,49.5,3.9
2010,Michael Beasley,78,5.7,446,574,38.9,-6.8
2012,Michael Beasley,47,5.7,266,289,46,1.4
2004,Morris Peterson,82,5.7,468,451,51.9,8.8
2016,Nick Young,54,5.7,309,341,45.3,-1.8
2021,Pascal Siakam,56,5.7,317,372,42.6,-9.2
1997,Patrick Ewing,78,5.7,442,547,40.4,-2.5
2011,Randy Foye,63,5.7,361,405,44.6,-1.4
2006,Rasual Butler,79,5.7,454,489,46.4,1.3
2013,Shane Battier,72,5.7,410,325,63.1,16.9
2002,Tim Thomas,74,5.7,421,473,44.5,0.7
2015,Tony Parker,68,5.7,390,423,46.1,-0.2
2020,Tony Snell,59,5.7,334,285,58.6,8.1
2022,Tre Mann,60,5.7,344,340,50.6,0.4
2013,Wesley Johnson,50,5.7,286,319,44.8,-1.3
2015,Aaron Brooks,82,5.6,463,447,51.8,5.5
2013,Al Jefferson,78,5.6,438,556,39.4,-6.8
2018,Al-Farouq Aminu,69,5.6,387,381,50.8,1.3
2004,Alvin Williams,56,5.6,314,383,41,-2.1
1999,Anfernee Hardaway,50,5.6,280,372,37.6,-4.4
1998,Anfernee Hardaway,19,5.6,107,151,35.4,-7.4
1998,Bobby Jackson,68,5.6,380,515,36.9,-6
2020,Brandon Knight,25,5.6,139,137,50.7,0.2
2002,Bryon Russell,66,5.6,368,415,44.3,0.5
2022,Caris LeVert,58,5.6,324,353,45.9,-4.3
2012,Chase Budinger,58,5.6,324,302,53.6,9
1999,Chris Mills,47,5.6,264,313,42.2,0.1
2014,Courtney Lee,79,5.6,446,419,53.2,6.5
2016,Courtney Lee,79,5.6,442,440,50.2,3.1
2012,Danilo Gallinari,43,5.6,242,269,45,0.3
2017,Danny Green,68,5.6,384,360,53.3,5
2011,DeMar DeRozan,82,5.6,461,581,39.7,-6.3
2021,Derrick Rose,50,5.6,282,272,51.8,0.1
2015,Dion Waiters,80,5.6,451,542,41.6,-4.7
1997,Doug Christie,81,5.6,453,550,41.2,-1.8
2012,Dwyane Wade,49,5.6,272,346,39.3,-5.4
2003,Eddie House,55,5.6,308,373,41.3,-2.1
2011,Elton Brand,81,5.6,450,451,49.9,3.9
2016,Emmanuel Mudiay,68,5.6,378,484,39,-8.1
2014,Greivis Vasquez,79,5.6,439,396,55.4,8.7
1997,Hersey Hawkins,82,5.6,456,493,46.2,3.3
2016,J.J. Barea,74,5.6,412,383,53.8,6.7
2003,J.R. Bremer,64,5.6,357,353,50.6,7.2
2015,Jameer Nelson,63,5.6,355,373,47.6,1.3
2013,Jannero Pargo,32,5.6,179,189,47.4,1.2
2005,Jarvis Hayes,54,5.6,302,376,40.2,-4.2
2008,Jason Kapono,81,5.6,457,409,55.9,9.8
1998,Jason Kidd,82,5.6,461,543,42.4,-0.4
2015,Jason Terry,77,5.6,432,381,56.7,10.4
2001,Jason Williams,77,5.6,434,482,45,1.5
2005,Jerry Stackhouse,56,5.6,312,392,39.8,-4.6
2000,John Stockton,82,5.6,463,430,53.8,10.2
2006,Juwan Howard,80,5.6,444,489,45.4,0.3
1999,Keith Van Horn,42,5.6,236,322,36.6,-5.4
2021,Kelly Olynyk,70,5.6,394,393,50.1,-1.7
2005,Kenny Thomas,73,5.6,407,466,43.7,-0.7
2011,Kevin Love,73,5.6,408,412,49.5,3.6
2012,Manu Ginobili,34,5.6,192,169,56.8,12.1
2016,Marc Gasol,52,5.6,290,330,43.9,-3.2
2012,MarShon Brooks,56,5.6,313,374,41.8,-2.8
2010,Martell Webster,82,5.6,458,465,49.2,3.6
2007,Marvin Williams,64,5.6,359,436,41.2,-4.3
2008,Marvin Williams,80,5.6,451,529,42.6,-3.4
2015,Matt Barnes,76,5.6,428,403,53.1,6.8
1997,Matt Maloney,82,5.6,459,473,48.5,5.6
2022,Michael Porter Jr.,9,5.6,50,70,35.7,-14.5
2004,Mike James,81,5.6,454,453,50.1,7
2007,Morris Peterson,71,5.6,396,385,51.4,6
2010,Nicolas Batum,37,5.6,208,177,58.8,13.1
2021,Nicolas Batum,67,5.6,375,323,58,6.3
2022,Pascal Siakam,68,5.6,379,432,43.9,-6.3
2000,Pat Garrity,82,5.6,463,469,49.4,5.7
2017,Pau Gasol,64,5.6,360,316,57,8.7
2006,Raef LaFrentz,82,5.6,459,413,55.6,10.5
2011,Raja Bell,68,5.6,380,408,46.6,0.6
2012,Raymond Felton,60,5.6,334,386,43.3,-1.4
2014,Richard Jefferson,82,5.6,461,434,53.1,6.4
1997,Rick Fox,76,5.6,425,448,47.4,4.5
2017,Ricky Rubio,75,5.6,420,466,45.1,-3.2
2019,Ricky Rubio,68,5.6,379,435,43.6,-6
2000,Rodney Rogers,82,5.6,456,421,54.2,10.5
2010,Rodney Stuckey,73,5.6,408,542,37.6,-8
2022,Rui Hachimura,42,5.6,237,226,52.4,2.2
2017,Sean Kilpatrick,70,5.6,393,408,48.2,-0.1
2020,Shai Gilgeous-Alexander,70,5.6,393,389,50.5,0
2008,Tayshaun Prince,82,5.6,463,537,43.1,-3
2000,Terry Mills,82,5.6,459,424,54.1,10.5
2013,Tim Duncan,69,5.6,386,451,42.8,-3.4
2003,Toni Kukoc,63,5.6,353,362,48.8,5.4
2004,Troy Hudson,29,5.6,163,172,47.4,4.3
2012,Ty Lawson,61,5.6,339,348,48.7,4
2003,Tyronn Lue,75,5.6,420,433,48.5,5.2
2005,Tyronn Lue,70,5.6,393,407,48.3,3.9
2001,Walt Williams,72,5.6,402,397,50.6,7.1
2016,Wayne Ellington,76,5.6,424,459,46.2,-0.9
2005,Wesley Person,41,5.6,231,203,56.9,12.5
2019,Will Barton,43,5.6,241,248,48.6,-1
2007,Zach Randolph,68,5.6,380,455,41.8,-3.7
2008,Zach Randolph,69,5.6,388,466,41.6,-4.4
2011,Aaron Brooks,59,5.5,322,372,43.3,-2.7
2004,Al Harrington,79,5.5,435,477,45.6,2.5
2011,Al Harrington,73,5.5,401,408,49.1,3.2
2009,Al Thornton,71,5.5,392,525,37.3,-9.1
2016,Al-Farouq Aminu,82,5.5,448,440,50.9,3.8
2001,Alvin Williams,82,5.5,451,535,42.1,-1.4
2019,Anthony Davis,56,5.5,310,378,41,-8.6
2010,Arron Afflalo,82,5.5,452,389,58.1,12.5
2022,BJ Johnson,4,5.5,22,18,61.1,10.9
2018,Bobby Portis,73,5.5,402,397,50.6,1.2
2003,Bonzi Wells,75,5.5,412,540,38.1,-5.2
2003,Brent Barry,75,5.5,416,385,54,10.7
1998,Brent Barry,58,5.5,320,331,48.3,5.5
2006,Bruce Bowen,82,5.5,452,404,55.9,10.8
2015,C.J. Watson,57,5.5,314,301,52.2,5.9
2000,Charles Oakley,80,5.5,442,503,43.9,0.3
1998,Chuck Person,61,5.5,338,345,49,6.1
2010,Corey Brewer,82,5.5,447,537,41.6,-4
2007,Damon Jones,60,5.5,329,318,51.7,6.3
2001,Dana Barros,60,5.5,332,323,51.4,7.9
2012,Danny Green,66,5.5,362,302,59.9,15.3
2022,Donte DiVincenzo,42,5.5,230,235,48.9,-1.3
2016,Doug McDermott,81,5.5,448,403,55.6,8.5
2006,Earl Watson,70,5.5,386,344,56.1,11
2008,Elton Brand,8,5.5,44,61,36.1,-10
2014,Evan Turner,81,5.5,442,532,41.5,-5.2
2004,Flip Murray,82,5.5,455,542,42,-1.1
2009,Flip Murray,80,5.5,440,470,46.8,0.4
2010,Francisco Garcia,25,5.5,137,138,49.6,4
2022,Frank Jackson,53,5.5,290,314,46.2,-4
1999,Jamal Mashburn,24,5.5,131,146,44.9,2.8
2011,Jared Dudley,82,5.5,447,408,54.8,8.8
2019,Jeff Green,77,5.5,423,421,50.2,0.7
1997,Jerry Stackhouse,81,5.5,449,625,35.9,-7
1997,Jim Jackson,77,5.5,421,519,40.6,-2.4
2015,Jodie Meeks,60,5.5,330,352,46.9,0.6
2017,Joe Johnson,78,5.5,429,417,51.4,3.1
2018,Jonathan Gibson,4,5.5,22,14,78.6,29.1
2010,Jonny Flynn,81,5.5,445,515,43.2,-2.4
2011,Jordan Farmar,73,5.5,401,424,47.3,1.3
2005,JR Smith,76,5.5,417,517,40.3,-4.1
2019,Justise Winslow,66,5.5,366,356,51.4,1.8
2014,Kawhi Leonard,66,5.5,365,356,51.3,4.5
2021,Kelly Oubre Jr.,55,5.5,302,333,45.3,-6.4
2019,Kent Bazemore,67,5.5,370,394,47,-2.6
2014,Kobe Bryant,6,5.5,33,44,37.5,-9.3
2001,Lucious Harris,73,5.5,398,459,43.4,-0.1
2005,Luke Ridnour,82,5.5,453,490,46.2,1.8
2016,Markieff Morris,64,5.5,350,418,41.9,-5.2
2017,Markieff Morris,76,5.5,417,453,46,-2.3
2021,Maxi Kleber,50,5.5,277,230,60.2,8.4
2009,Mickael Pietrus,54,5.5,298,301,49.5,3.1
2011,Mickael Pietrus,57,5.5,313,316,49.5,3.6
2021,Miles Bridges,66,5.5,362,319,56.7,5
2008,Morris Peterson,76,5.5,415,390,53.2,7.1
2020,Myles Turner,62,5.5,342,355,48.2,-2.3
2014,Nate Robinson,44,5.5,242,251,48.2,1.5
2018,Nick Young,80,5.5,441,415,53.1,3.7
2019,Nicolas Batum,75,5.5,412,386,53.4,3.8
2017,Nik Stauskas,80,5.5,439,427,51.4,3.1
2016,O.J. Mayo,41,5.5,226,237,47.7,0.6
2021,Otto Porter Jr.,28,5.5,153,148,51.7,-0.1
2021,P.J. Washington,64,5.5,352,322,54.7,2.9
2015,Pau Gasol,78,5.5,432,465,46.5,0.2
2011,Paul Millsap,76,5.5,417,434,48,2.1
2022,Robert Covington,71,5.5,394,355,55.5,5.3
2020,Rudy Gay,67,5.5,368,374,49.2,-1.3
2009,Sebastian Telfair,75,5.5,416,464,44.8,-1.6
2021,Sterling Brown,51,5.5,279,226,61.7,9.9
2014,Steve Blake,55,5.5,305,309,49.4,2.6
1998,Terry Porter,82,5.5,452,430,52.6,9.7
2021,Theo Maledon,65,5.5,355,363,48.9,-2.9
2002,Tim Duncan,82,5.5,451,566,39.8,-4
2005,Tim Thomas,71,5.5,391,387,50.5,6.1
2022,Tobias Harris,73,5.5,404,400,50.5,0.3
2001,Toni Kukoc,65,5.5,358,340,52.6,9.1
2002,Tony Delk,63,5.5,345,418,41.3,-2.5
2008,Tony Parker,69,5.5,379,461,41.1,-5
2012,Tony Parker,60,5.5,332,425,39.1,-5.6
2014,Tony Parker,68,5.5,371,397,46.7,0
1997,Tracy Murray,82,5.5,449,461,48.7,5.8
2001,Travis Best,77,5.5,421,474,44.4,0.9
2010,Travis Outlaw,34,5.5,188,205,45.9,0.2
2011,Travis Outlaw,82,5.5,454,543,41.8,-4.1
2002,Troy Hudson,81,5.5,447,495,45.2,1.3
1997,Tyrone Corbin,70,5.5,383,439,43.6,0.7
2016,Will Barton,82,5.5,454,493,46,-1.1
2017,Will Barton,60,5.5,331,327,50.6,2.3
2018,Zach Randolph,59,5.5,325,358,45.4,-4.1
2013,Al Horford,74,5.4,403,457,44.1,-2.1
2015,Alec Burks,27,5.4,146,152,48,1.7
2014,Anthony Morrow,76,5.4,408,370,55.1,8.4
2012,Anthony Parker,51,5.4,276,274,50.4,5.7
2010,Anthony Tolliver,46,5.4,248,293,42.3,-3.3
2013,Avery Bradley,50,5.4,271,299,45.3,-0.8
2001,Brent Barry,67,5.4,359,280,64.1,20.6
2008,Brent Barry,31,5.4,168,135,62.2,16.2
2014,Brian Roberts,72,5.4,390,391,49.9,3.1
2005,Bruce Bowen,82,5.4,443,434,51,6.7
2001,Bryon Russell,78,5.4,425,430,49.4,5.9
2013,Cartier Martin,41,5.4,220,217,50.7,4.5
2021,Cedi Osman,59,5.4,319,348,45.8,-6
1998,Charles Oakley,79,5.4,428,505,42.4,-0.5
2000,Chucky Atkins,82,5.4,446,504,44.2,0.6
1999,Chucky Brown,48,5.4,257,285,45.1,3
2022,Chuma Okeke,70,5.4,378,411,46,-4.2
2021,Cole Anthony,47,5.4,256,261,49,-2.7
1997,Dan Majerle,36,5.4,195,231,42.2,-0.7
2012,Daniel Gibson,35,5.4,189,196,48.2,3.5
2010,David Lee,81,5.4,440,503,43.7,-1.9
2021,De'Anthony Melton,52,5.4,281,235,59.8,8
2020,DeMar DeRozan,68,5.4,367,404,45.4,-5.1
2007,Devin Brown,58,5.4,315,325,48.5,3
2005,Dwyane Wade,77,5.4,414,522,39.7,-4.7
2007,Earl Watson,77,5.4,416,451,46.1,0.7
2011,Eddie House,56,5.4,300,301,49.8,3.9
2017,Frank Kaminsky,75,5.4,404,436,46.3,-2
2001,George McCloud,76,5.4,411,482,42.6,-0.9
2006,Grant Hill,21,5.4,114,137,41.6,-3.5
2021,Harrison Barnes,58,5.4,316,279,56.6,4.8
1999,Horace Grant,50,5.4,272,330,41.2,-0.9
2013,Isaiah Thomas,79,5.4,429,437,49.1,2.9
2017,Jamal Murray,82,5.4,439,458,47.9,-0.4
2006,James Posey,67,5.4,361,324,55.7,10.6
2008,Jannero Pargo,80,5.4,429,500,42.9,-3.2
2000,Jaren Jackson,81,5.4,438,440,49.8,6.1
2014,Jarrett Jack,80,5.4,435,492,44.2,-2.5
2012,Jason Kidd,48,5.4,261,252,51.8,7.1
2015,Jeff Green,78,5.4,425,497,42.8,-3.5
2016,Jeff Teague,79,5.4,428,424,50.5,3.4
2012,Jodie Meeks,66,5.4,359,360,49.9,5.2
2013,John Salmons,76,5.4,409,441,46.4,0.2
2008,Jordan Farmar,82,5.4,440,413,53.3,7.2
2020,Jordan McRae,37,5.4,199,213,46.7,-3.8
2010,Josh Howard,35,5.4,189,249,38,-7.7
2000,Juwan Howard,82,5.4,442,558,39.6,-4.1
2004,Juwan Howard,81,5.4,436,517,42.2,-0.9
2019,Kelly Oubre Jr.,69,5.4,376,393,47.8,-1.7
2010,Kevin Garnett,69,5.4,375,417,45,-0.7
2013,Kyle Lowry,68,5.4,367,395,46.5,0.3
2012,Luis Scola,66,5.4,356,385,46.2,1.6
2006,Luther Head,80,5.4,429,445,48.2,3.1
2001,Mahmoud Abdul-Rauf,41,5.4,220,216,50.9,7.4
2000,Malik Sealy,82,5.4,446,491,45.4,1.8
2009,Mario Chalmers,82,5.4,446,414,53.9,7.4
2020,Markieff Morris,58,5.4,314,288,54.5,4
2006,Matt Bonner,78,5.4,420,370,56.8,11.7
2012,Matt Bonner,65,5.4,353,296,59.6,15
2001,Matt Maloney,55,5.4,299,300,49.8,6.3
2009,Mike James,61,5.4,331,339,48.8,2.4
2014,Mike Miller,82,5.4,443,363,61,14.3
2007,Nate Robinson,64,5.4,343,331,51.8,6.4
2010,Nick Young,74,5.4,401,408,49.1,3.5
2022,Nickeil Alexander-Walker,65,5.4,353,405,43.6,-6.6
2019,P.J. Tucker,82,5.4,446,395,56.5,6.9
2012,Paul George,66,5.4,357,370,48.2,3.6
2004,Rasual Butler,45,5.4,242,212,57.1,14
2020,Reggie Bullock,29,5.4,157,167,47,-3.5
2004,Richard Jefferson,82,5.4,439,499,44,0.9
1997,Ricky Pierce,60,5.4,322,323,49.8,6.9
2010,Roger Mason Jr.,79,5.4,424,443,47.9,2.2
2010,Rudy Fernandez,62,5.4,336,340,49.4,3.8
2012,Rudy Fernandez,31,5.4,168,170,49.4,4.7
2007,Ryan Gomes,73,5.4,392,451,43.5,-2
2017,Sergio Rodriguez,68,5.4,365,384,47.5,-0.8
2000,Steve Nash,56,5.4,302,274,55.1,11.5
2021,Taurean Prince,41,5.4,222,200,55.5,3.7
2022,Terence Davis,30,5.4,161,164,49.1,-1.1
2022,Terrence Ross,63,5.4,339,392,43.2,-7
2000,Terry Porter,68,5.4,368,343,53.6,10
2005,Tim Duncan,66,5.4,355,407,43.6,-0.8
2004,Tony Parker,75,5.4,406,492,41.3,-1.8
2006,Troy Murphy,74,5.4,402,471,42.7,-2.4
2006,Voshon Lenard,26,5.4,141,155,45.5,0.4
2013,Wayne Ellington,78,5.4,424,396,53.5,7.4
2004,Aaron McKie,75,5.3,397,384,51.7,8.6
2013,AJ Price,57,5.3,302,319,47.3,1.2
2009,Al Jefferson,50,5.3,264,335,39.4,-7
2010,Anthony Parker,81,5.3,426,395,53.9,8.3
2006,Antoine Walker,82,5.3,434,423,51.3,6.2
2000,Antonio McDyess,81,5.3,430,542,39.7,-4
2006,Brevin Knight,69,5.3,367,470,39,-6
2007,Brevin Knight,45,5.3,237,270,43.9,-1.6
2018,Brook Lopez,74,5.3,394,397,49.6,0.2
2001,Bryant Stith,78,5.3,413,423,48.8,5.3
2003,Charlie Ward,66,5.3,347,329,52.7,9.4
2011,Chris Kaman,32,5.3,170,189,45,-1
2007,Chris Paul,64,5.3,338,404,41.8,-3.6
2003,Chris Whitney,51,5.3,270,315,42.9,-0.5
2003,Chucky Atkins,65,5.3,344,360,47.8,4.4
1998,Cory Alexander,60,5.3,320,323,49.5,6.7
2012,D.J. Augustin,48,5.3,255,268,47.6,2.9
2021,Dakota Mathias,8,5.3,42,44,47.7,-4.1
2004,Damon Jones,82,5.3,432,444,48.6,5.5
2003,Darrell Armstrong,82,5.3,435,471,46.2,2.8
2010,Darren Collison,76,5.3,406,398,51,5.4
2013,David West,73,5.3,386,414,46.6,0.5
2020,Derrick Rose,50,5.3,267,293,45.6,-4.9
2022,Derrick White,75,5.3,397,436,45.5,-4.7
1999,Detlef Schrempf,50,5.3,265,281,47.2,5.1
1997,Detlef Schrempf,61,5.3,325,367,44.3,1.3
2005,Devean George,15,5.3,79,83,47.6,3.2
2012,Devin Harris,63,5.3,331,332,49.8,5.2
2021,Doug McDermott,66,5.3,347,302,57.5,5.7
2019,E'Twaun Moore,53,5.3,280,248,56.5,6.9
1999,Eddie Jones,50,5.3,266,323,41.2,-0.9
2019,Eric Bledsoe,78,5.3,414,440,47,-2.5
2015,Evan Fournier,58,5.3,307,298,51.5,5.2
2021,Georges Niang,72,5.3,382,308,62,10.2
2015,Goran Dragic,78,5.3,410,447,45.9,-0.4
2016,Goran Dragic,72,5.3,380,420,45.2,-1.9
2013,Greivis Vasquez,78,5.3,413,428,48.2,2.1
2015,Iman Shumpert,62,5.3,329,344,47.8,1.5
2022,Ja Morant,57,5.3,300,322,46.6,-3.6
2018,Jabari Parker,31,5.3,163,159,51.3,1.8
2004,Jannero Pargo,31,5.3,164,167,49.1,6
2005,Jason Hart,74,5.3,391,390,50.1,5.7
2008,Jerry Stackhouse,58,5.3,308,353,43.6,-2.4
2012,John Lucas III,49,5.3,259,268,48.3,3.7
2013,Kawhi Leonard,58,5.3,307,290,52.9,6.8
1998,Kenny Anderson,61,5.3,326,407,40,-2.8
2003,Kurt Thomas,81,5.3,428,495,43.2,-0.1
2020,Kyle Kuzma,61,5.3,322,366,44,-6.5
1998,Lamond Murray,79,5.3,415,509,40.8,-2.1
2011,Leandro Barbosa,58,5.3,308,338,45.6,-0.4
2012,Linas Kleiza,49,5.3,260,272,47.8,3.1
2019,Lonzo Ball,47,5.3,247,257,48.1,-1.5
2010,Lou Williams,64,5.3,342,360,47.5,1.9
2014,Lou Williams,60,5.3,315,347,45.4,-1.4
2009,Luol Deng,49,5.3,262,329,39.8,-6.6
2019,Malcolm Brogdon,64,5.3,342,281,60.9,11.3
2013,Mario Chalmers,77,5.3,405,351,57.7,11.5
2018,Marvin Williams,78,5.3,410,349,58.7,9.3
2009,Matt Barnes,77,5.3,405,426,47.5,1.1
2012,Mickael Pietrus,42,5.3,221,224,49.3,4.7
2012,Mike Conley,62,5.3,330,357,46.2,1.6
2022,Mike Muscala,43,5.3,228,191,59.7,9.5
2015,Mirza Teletovic,40,5.3,210,223,47.1,0.8
2014,Patrick Beverley,56,5.3,295,293,50.3,3.6
2013,Patrick Patterson,71,5.3,375,362,51.8,5.6
2015,Rasual Butler,75,5.3,397,404,49.1,2.9
